id,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
1365,Masc,30,pardo,Doutorado,Paraná,5.0,Desenvolvimento de Produtos,Gerente,25.0
1366,Masc,22,preto,Ensino Superior,Minas Gerais,6.0,Contabilidade,Analista Júnior,16.0
1367,Fem,30,pardo,Ensino Superior,Pernambuco,3.0,Recursos Humanos,Analista Pleno,27.0
1368,Masc,45,pardo,Doutorado,Mato Grosso do Sul,6.0,TI,Analista Sênior,39.0
1369,Fem,30,pardo,Ensino Superior,Rio Grande do Sul,9.0,Compras,Analista Sênior,21.0
1370,Masc,48,branco,Ensino Superior,Sergipe,6.0,Desenvolvimento de Produtos,Analista Pleno,42.0
1371,Masc,40,branco,Doutorado,São Paulo,8.0,Desenvolvimento de Produtos,Gerente,32.0
1372,Fem,20,branco,Ensino Superior,Maranhão,2.0,Contabilidade,Analista Pleno,18.0
1373,Masc,38,pardo,Mestrado,Maranhão,8.0,Compras,Analista Júnior,30.0
1374,Masc,44,pardo,Ensino Superior,Rio Grande do Norte,6.0,Compras,Estagiário,38.0
1375,Masc,27,branco,Ensino Superior,Amazonas,7.0,Desenvolvimento de Produtos,Analista Pleno,20.0
1376,Masc,25,branco,Ensino Superior,Bahia,3.0,Marketing,Analista Pleno,22.0
1377,Masc,27,pardo,Pós graduação,Rio de Janeiro,4.0,Marketing,Analista Sênior,23.0
1378,Masc,19,branco,Ensino Superior,Paraná,4.0,Recursos Humanos,Analista Sênior,15.0
1379,Fem,29,branco,Ensino Superior,Amazonas,6.0,TI,Analista Sênior,23.0
1380,Masc,33,pardo,Pós graduação,Amazonas,5.0,Operações,Gerente,28.0
1381,Masc,27,branco,Ensino Superior,Ceará,3.0,Recursos Humanos,Estagiário,24.0
1382,Fem,34,pardo,Ensino Superior,Bahia,8.0,TI,Gerente,26.0
1383,Masc,35,branco,Pós graduação,Espírito Santo,6.0,Recursos Humanos,Analista Sênior,29.0
1384,Masc,33,branco,Mestrado,Minas Gerais,2.0,Administrativo,Estagiário,31.0
1385,Fem,40,branco,Ensino Superior,Amazonas,7.0,TI,Analista Pleno,33.0
1386,Fem,23,branco,Doutorado,São Paulo,3.0,Recursos Humanos,Analista Júnior,20.0
1387,Masc,29,branco,Ensino Superior,Santa Catarina,5.0,Vendas,Gerente,24.0
1388,Masc,26,branco,Ensino Superior,São Paulo,7.0,TI,Analista Júnior,19.0
1389,Masc,39,branco,Ensino Superior,São Paulo,6.0,TI,Analista Sênior,33.0
1390,Masc,27,pardo,Mestrado,Rondônia,4.0,Contabilidade,Estagiário,23.0
1391,Masc,29,pardo,Ensino Superior,Rondônia,9.0,Administrativo,Gerente,20.0
1392,Masc,25,pardo,Ensino Superior,Paraná,2.0,Contabilidade,Analista Júnior,23.0
1393,Masc,44,branco,Ensino Superior,Bahia,2.0,Marketing,Gerente,42.0
1394,Fem,45,branco,Ensino Superior,Rondônia,7.0,Desenvolvimento de Produtos,Gerente,38.0
1395,Masc,31,pardo,Pós graduação,Acre,5.0,Compras,Analista Pleno,26.0
1396,Masc,31,branco,Ensino Superior,Rio de Janeiro,5.0,Marketing,Analista Sênior,26.0
1397,Masc,36,pardo,Ensino Superior,Paraná,3.0,Administrativo,Analista Sênior,33.0
1398,Fem,30,pardo,Doutorado,São Paulo,5.0,Marketing,Analista Júnior,25.0
1399,Masc,30,pardo,Ensino Superior,Bahia,4.0,Contabilidade,Analista Sênior,26.0
1400,Masc,51,branco,Ensino Superior,Mato Grosso do Sul,8.0,Contabilidade,Analista Sênior,43.0
1401,Masc,35,pardo,Ensino Superior,Paraná,10.0,Administrativo,Analista Júnior,25.0
1402,Masc,27,branco,Ensino Superior,São Paulo,7.0,Marketing,Analista Júnior,20.0
1403,Masc,21,pardo,Ensino Superior,Sergipe,7.0,Compras,Gerente,14.0
1405,Masc,30,branco,Ensino Superior,Mato Grosso,5.0,Desenvolvimento de Produtos,Analista Júnior,25.0
1406,Masc,30,preto,Ensino Médio,Mato Grosso do Sul,5.0,Recursos Humanos,Analista Júnior,25.0
1407,Masc,34,preto,Ensino Superior,São Paulo,5.0,Vendas,Analista Sênior,29.0
1408,Masc,42,pardo,Ensino Superior,São Paulo,4.0,Vendas,Analista Sênior,38.0
1409,Masc,46,pardo,Pós graduação,Paraná,9.0,Marketing,Analista Sênior,37.0
1410,Masc,25,branco,Ensino Superior,Rio de Janeiro,7.0,Operações,Estagiário,18.0
1411,Fem,33,branco,Ensino Superior,Tocantins,1.0,Operações,Gerente,32.0
1413,Masc,36,branco,Ensino Superior,Rio de Janeiro,9.0,Vendas,Analista Júnior,27.0
1414,Fem,39,pardo,Ensino Superior,Alagoas,4.0,Administrativo,Estagiário,35.0
1415,Masc,34,branco,Ensino Superior,Ceará,7.0,Contabilidade,Analista Júnior,27.0
1416,Fem,58,branco,Ensino Superior,Paraíba,1.0,Recursos Humanos,Analista Júnior,57.0
1417,Masc,31,branco,Ensino Superior,Santa Catarina,5.0,TI,Analista Pleno,26.0
1418,Masc,23,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Júnior,15.0
1419,Masc,39,branco,Ensino Superior,Piauí,10.0,Administrativo,Analista Júnior,29.0
1420,Masc,28,pardo,Pós graduação,Maranhão,8.0,Desenvolvimento de Produtos,Analista Júnior,20.0
1421,Masc,35,branco,Ensino Superior,Mato Grosso,4.0,Operações,Analista Pleno,31.0
1422,Masc,34,branco,Pós graduação,Distrito Federal,8.0,Contabilidade,Analista Júnior,26.0
1423,Masc,48,pardo,Ensino Superior,Acre,7.0,Recursos Humanos,Analista Pleno,41.0
1424,Masc,28,branco,Ensino Superior,Rio Grande do Sul,4.0,Vendas,Analista Júnior,24.0
1425,Masc,24,branco,Ensino Superior,Rio de Janeiro,10.0,TI,Gerente,14.0
1426,Masc,27,pardo,Pós graduação,Rio Grande do Norte,6.0,TI,Estagiário,21.0
1427,Masc,24,branco,Ensino Médio,Mato Grosso,5.0,Desenvolvimento de Produtos,Estagiário,19.0
1428,Masc,34,branco,Mestrado,Minas Gerais,4.0,Contabilidade,Analista Júnior,30.0
1429,Masc,29,pardo,Ensino Superior,Distrito Federal,5.0,Desenvolvimento de Produtos,Analista Júnior,24.0
1430,Fem,47,branco,Ensino Superior,São Paulo,0.0,Vendas,Gerente,47.0
1431,Masc,25,branco,Ensino Superior,Rio de Janeiro,8.0,Compras,Analista Pleno,17.0
1432,Fem,30,branco,Ensino Superior,Rio Grande do Norte,8.0,Compras,Analista Júnior,22.0
1433,Fem,27,branco,Ensino Superior,Acre,6.0,Contabilidade,Estagiário,21.0
1434,Masc,22,pardo,Ensino Superior,Paraíba,0.0,Desenvolvimento de Produtos,Analista Sênior,22.0
1435,Masc,21,pardo,Mestrado,Rondônia,5.0,Contabilidade,Analista Júnior,16.0
1436,Masc,38,branco,Ensino Superior,Santa Catarina,7.0,Administrativo,Analista Pleno,31.0
1437,Fem,45,pardo,Ensino Superior,Tocantins,3.0,Administrativo,Analista Sênior,42.0
1438,Fem,38,branco,Pós graduação,Rio Grande do Norte,4.0,Recursos Humanos,Analista Pleno,34.0
1439,Masc,35,pardo,Doutorado,Sergipe,3.0,Contabilidade,Analista Sênior,32.0
1440,Masc,41,pardo,Ensino Superior,Alagoas,5.0,Desenvolvimento de Produtos,Analista Pleno,36.0
1441,Masc,36,branco,Ensino Superior,Tocantins,1.0,Vendas,Analista Júnior,35.0
1442,Masc,45,branco,Ensino Médio,Paraná,5.0,Operações,Analista Júnior,40.0
1443,Fem,24,pardo,Pós graduação,Santa Catarina,2.0,Recursos Humanos,Analista Sênior,22.0
1444,Masc,38,branco,Ensino Superior,Rio Grande do Sul,10.0,Compras,Gerente,28.0
1445,Masc,32,branco,Ensino Superior,Paraná,6.0,Operações,Gerente,26.0
1446,Masc,41,pardo,Mestrado,Amapá,2.0,Compras,Gerente,39.0
1447,Masc,38,branco,Ensino Superior,Amapá,7.0,Compras,Gerente,31.0
1448,Masc,31,pardo,Pós graduação,Paraná,3.0,Marketing,Analista Júnior,28.0
1449,Fem,18,preto,Ensino Superior,Espírito Santo,4.0,Desenvolvimento de Produtos,Analista Júnior,14.0
1450,Masc,28,branco,Ensino Superior,Sergipe,11.0,TI,Analista Sênior,17.0
1451,Masc,26,branco,Ensino Superior,Sergipe,5.0,Desenvolvimento de Produtos,Analista Sênior,21.0
1452,Masc,30,pardo,Ensino Superior,Minas Gerais,5.0,TI,Gerente,25.0
1453,Masc,30,branco,Mestrado,São Paulo,8.0,Administrativo,Gerente,22.0
1454,Masc,30,branco,Pós graduação,Paraná,5.0,Administrativo,Analista Pleno,25.0
1455,Fem,20,pardo,Ensino Superior,Rio Grande do Sul,2.0,Administrativo,Analista Júnior,18.0
1456,Masc,32,branco,Ensino Superior,Alagoas,7.0,Desenvolvimento de Produtos,Analista Sênior,25.0
1457,Masc,29,branco,Doutorado,Rio Grande do Sul,4.0,Administrativo,Estagiário,25.0
1458,Masc,18,branco,Ensino Superior,Distrito Federal,4.0,Compras,Analista Pleno,14.0
1459,Masc,25,branco,Ensino Médio,Amazonas,3.0,Administrativo,Analista Pleno,22.0
1460,Masc,28,branco,Ensino Superior,Paraíba,4.0,Operações,Analista Sênior,24.0
1462,Fem,20,pardo,Mestrado,Rio de Janeiro,5.0,Administrativo,Analista Júnior,15.0
1463,Fem,30,pardo,Ensino Superior,Amazonas,5.0,Operações,Analista Sênior,25.0
1464,Masc,30,pardo,Mestrado,Paraná,0.0,Desenvolvimento de Produtos,Analista Sênior,30.0
1465,Masc,20,branco,Ensino Superior,Sergipe,5.0,Vendas,Analista Sênior,15.0
1466,Masc,46,pardo,Ensino Superior,Distrito Federal,3.0,Administrativo,Analista Pleno,43.0
1467,Masc,30,branco,Ensino Superior,Santa Catarina,5.0,Compras,Analista Júnior,25.0
1468,Masc,32,preto,Ensino Superior,Alagoas,8.0,TI,Analista Júnior,24.0
1469,Fem,29,pardo,Ensino Superior,São Paulo,5.0,TI,Estagiário,24.0
1470,Fem,39,pardo,Pós graduação,Mato Grosso do Sul,6.0,Operações,Analista Júnior,33.0
1471,Masc,43,branco,Mestrado,Rio Grande do Sul,6.0,Operações,Gerente,37.0
1472,Masc,35,branco,Mestrado,São Paulo,4.0,Compras,Analista Júnior,31.0
1473,Masc,36,pardo,Ensino Superior,Sergipe,2.0,Operações,Analista Sênior,34.0
1474,Masc,42,pardo,Ensino Médio,São Paulo,3.0,Administrativo,Analista Pleno,39.0
1475,Masc,22,branco,Ensino Superior,Maranhão,6.0,Desenvolvimento de Produtos,Gerente,16.0
1476,Masc,26,branco,Ensino Superior,Goiás,9.0,Operações,Estagiário,17.0
1477,Masc,28,pardo,Ensino Superior,São Paulo,8.0,Vendas,Analista Sênior,20.0
1478,Masc,36,pardo,Ensino Superior,Rio de Janeiro,8.0,Vendas,Gerente,28.0
1479,Masc,25,branco,Ensino Superior,Amazonas,4.0,Desenvolvimento de Produtos,Analista Pleno,21.0
1480,Fem,30,pardo,Ensino Superior,Rio de Janeiro,4.0,TI,Analista Pleno,26.0
1481,Masc,52,pardo,Ensino Superior,Minas Gerais,10.0,Operações,Analista Sênior,42.0
1482,Masc,41,preto,Ensino Superior,Goiás,7.0,Marketing,Estagiário,34.0
1483,Fem,38,pardo,Ensino Superior,Pernambuco,7.0,Contabilidade,Analista Sênior,31.0
1484,Masc,30,pardo,Ensino Superior,Santa Catarina,3.0,Recursos Humanos,Analista Júnior,27.0
1485,Fem,30,branco,Ensino Superior,Rio Grande do Sul,5.0,Marketing,Analista Júnior,25.0
1486,Masc,41,pardo,Ensino Superior,Alagoas,6.0,TI,Gerente,35.0
1487,Masc,29,pardo,Doutorado,Paraná,8.0,Contabilidade,Analista Pleno,21.0
1488,Masc,30,branco,Pós graduação,Ceará,5.0,Vendas,Gerente,25.0
1489,Masc,49,pardo,Mestrado,Piauí,8.0,Marketing,Analista Sênior,41.0
1490,Masc,28,branco,Ensino Superior,São Paulo,14.0,TI,Analista Pleno,14.0
1491,Masc,23,pardo,Ensino Superior,Rio de Janeiro,8.0,TI,Analista Júnior,15.0
1492,Masc,47,pardo,Ensino Superior,Paraná,7.0,Compras,Analista Júnior,40.0
1493,Masc,32,branco,Pós graduação,Goiás,2.0,Recursos Humanos,Analista Pleno,30.0
1494,Masc,40,branco,Ensino Superior,Paraná,3.0,TI,Analista Pleno,37.0
1495,Fem,42,branco,Ensino Médio,Rio de Janeiro,5.0,Operações,Analista Pleno,37.0
1496,Masc,40,branco,Ensino Superior,Distrito Federal,5.0,Desenvolvimento de Produtos,Analista Júnior,35.0
1497,Masc,23,branco,Ensino Superior,São Paulo,6.0,Compras,Analista Pleno,17.0
1498,Fem,25,pardo,Ensino Superior,Minas Gerais,2.0,Marketing,Analista Sênior,23.0
1499,Masc,22,pardo,Doutorado,Rio Grande do Sul,3.0,Desenvolvimento de Produtos,Analista Júnior,19.0
1502,Masc,36,branco,Ensino Superior,Sergipe,4.0,Operações,Analista Pleno,32.0
1503,Masc,28,preto,Pós graduação,São Paulo,7.0,Administrativo,Analista Júnior,21.0
1504,Masc,30,pardo,Mestrado,Paraná,6.0,Vendas,Analista Pleno,24.0
1505,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Recursos Humanos,Analista Pleno,25.0
1506,Masc,23,branco,Ensino Superior,Roraima,6.0,Vendas,Analista Sênior,17.0
1507,Masc,35,pardo,Ensino Superior,Tocantins,5.0,Compras,Analista Sênior,30.0
1508,Fem,26,pardo,Pós graduação,Roraima,9.0,Operações,Analista Sênior,17.0
1509,Masc,37,branco,Mestrado,São Paulo,8.0,Operações,Estagiário,29.0
1510,Masc,22,branco,Mestrado,Rio de Janeiro,4.0,Operações,Analista Pleno,18.0
1511,Masc,29,preto,Ensino Superior,Minas Gerais,4.0,Desenvolvimento de Produtos,Analista Júnior,25.0
1513,Masc,30,branco,Ensino Superior,Santa Catarina,5.0,Operações,Analista Júnior,25.0
1514,Masc,33,pardo,Ensino Superior,Pará,7.0,Contabilidade,Gerente,26.0
1515,Masc,22,pardo,Mestrado,Rio Grande do Sul,4.0,Administrativo,Estagiário,18.0
1516,Masc,37,branco,Ensino Superior,Mato Grosso do Sul,10.0,Vendas,Analista Sênior,27.0
1517,Masc,36,branco,Ensino Superior,Mato Grosso do Sul,0.0,Operações,Gerente,36.0
1518,Masc,44,pardo,Ensino Superior,Distrito Federal,10.0,Marketing,Analista Sênior,34.0
1519,Masc,35,branco,Ensino Superior,Rio de Janeiro,8.0,Vendas,Gerente,27.0
1520,Masc,30,branco,Ensino Superior,Acre,5.0,Contabilidade,Analista Sênior,25.0
1521,Masc,36,pardo,Doutorado,Pernambuco,4.0,Recursos Humanos,Analista Sênior,32.0
1522,Masc,34,pardo,Ensino Superior,Sergipe,6.0,Desenvolvimento de Produtos,Diretor,28.0
1523,Fem,46,pardo,Mestrado,Ceará,4.0,TI,Gerente,42.0
1524,Masc,35,pardo,Ensino Superior,Minas Gerais,9.0,Marketing,Analista Sênior,26.0
1525,Masc,23,branco,Ensino Superior,Rio de Janeiro,9.0,Vendas,Analista Júnior,14.0
1526,Fem,32,pardo,Ensino Superior,Pernambuco,6.0,Recursos Humanos,Estagiário,26.0
1527,Masc,30,branco,Mestrado,Tocantins,5.0,Operações,Analista Pleno,25.0
1528,Masc,22,branco,Mestrado,São Paulo,8.0,Vendas,Analista Sênior,14.0
1529,Fem,35,preto,Ensino Superior,Roraima,12.0,Contabilidade,Estagiário,23.0
1530,Fem,39,pardo,Ensino Superior,São Paulo,6.0,Marketing,Estagiário,33.0
1531,Fem,45,preto,Ensino Superior,Rio de Janeiro,1.0,TI,Estagiário,44.0
1532,Masc,22,pardo,Doutorado,Amapá,4.0,Desenvolvimento de Produtos,Analista Júnior,18.0
1533,Fem,33,branco,Pós graduação,Paraná,11.0,TI,Analista Júnior,22.0
1534,Masc,32,preto,Ensino Superior,Paraná,5.0,Contabilidade,Analista Pleno,27.0
1535,Masc,20,branco,Ensino Superior,Minas Gerais,2.0,Operações,Analista Júnior,18.0
1536,Masc,40,pardo,Pós graduação,Acre,8.0,Contabilidade,Analista Sênior,32.0
1537,Masc,30,preto,Ensino Superior,Minas Gerais,5.0,TI,Gerente,25.0
1538,Masc,48,branco,Ensino Superior,Rio Grande do Sul,2.0,Contabilidade,Analista Júnior,46.0
1539,Masc,27,pardo,Ensino Superior,Minas Gerais,4.0,Operações,Analista Pleno,23.0
1540,Masc,27,branco,Ensino Superior,São Paulo,9.0,TI,Analista Júnior,18.0
1541,Masc,25,branco,Ensino Superior,Minas Gerais,4.0,Operações,Analista Pleno,21.0
1542,Masc,31,branco,Ensino Superior,Amapá,12.0,Administrativo,Analista Júnior,19.0
1543,Masc,22,pardo,Pós graduação,Rio de Janeiro,4.0,Contabilidade,Analista Sênior,18.0
1544,Masc,40,branco,Ensino Superior,Ceará,5.0,Marketing,Analista Júnior,35.0
1545,Masc,44,branco,Mestrado,Rondônia,4.0,Marketing,Analista Júnior,40.0
1546,Masc,26,branco,Mestrado,Paraná,7.0,Compras,Analista Júnior,19.0
1547,Masc,51,branco,Pós graduação,Rio Grande do Sul,7.0,Contabilidade,Analista Júnior,44.0
1548,Fem,26,branco,Ensino Superior,Rio Grande do Norte,8.0,Administrativo,Analista Júnior,18.0
1549,Masc,30,branco,Ensino Superior,Santa Catarina,5.0,Contabilidade,Gerente,25.0
1550,Fem,40,pardo,Ensino Superior,Minas Gerais,8.0,Operações,Analista Sênior,32.0
1551,Fem,28,branco,Doutorado,Ceará,2.0,Operações,Analista Sênior,26.0
1552,Masc,26,pardo,Doutorado,Distrito Federal,10.0,TI,Estagiário,16.0
1553,Masc,39,preto,Doutorado,Sergipe,7.0,Administrativo,Analista Júnior,32.0
1554,Masc,41,branco,Pós graduação,Paraíba,7.0,TI,Analista Sênior,34.0
1556,Masc,30,pardo,Mestrado,Minas Gerais,2.0,Marketing,Gerente,28.0
1557,Masc,43,branco,Doutorado,Maranhão,8.0,Desenvolvimento de Produtos,Analista Júnior,35.0
1558,Masc,48,branco,Ensino Médio,Paraná,4.0,Desenvolvimento de Produtos,Analista Sênior,44.0
1559,Masc,54,branco,Ensino Superior,Paraná,0.0,TI,Analista Sênior,54.0
1560,Masc,48,branco,Ensino Superior,Minas Gerais,4.0,Administrativo,Estagiário,44.0
1561,Masc,25,pardo,Pós graduação,Minas Gerais,5.0,Marketing,Analista Pleno,20.0
1562,Masc,27,branco,Ensino Superior,Paraná,7.0,Administrativo,Gerente,20.0
1563,Masc,27,pardo,Ensino Médio,Rio Grande do Sul,8.0,Compras,Gerente,19.0
1564,Masc,34,preto,Ensino Superior,São Paulo,0.0,Recursos Humanos,Analista Pleno,34.0
1565,Fem,22,branco,Pós graduação,Paraná,8.0,Desenvolvimento de Produtos,Analista Pleno,14.0
1566,Masc,29,branco,Ensino Superior,Distrito Federal,9.0,Desenvolvimento de Produtos,Analista Júnior,20.0
1567,Masc,28,branco,Ensino Superior,Alagoas,1.0,Compras,Gerente,27.0
1568,Masc,36,pardo,Ensino Superior,São Paulo,7.0,Compras,Analista Sênior,29.0
1569,Masc,35,preto,Pós graduação,Santa Catarina,9.0,TI,Analista Júnior,26.0
1570,Masc,32,pardo,Ensino Superior,Paraná,12.0,Compras,Analista Júnior,20.0
1571,Masc,38,branco,Ensino Superior,Rio de Janeiro,6.0,TI,Analista Pleno,32.0
1572,Masc,33,branco,Mestrado,Rio de Janeiro,5.0,Marketing,Analista Júnior,28.0
1573,Masc,38,pardo,Ensino Superior,Minas Gerais,12.0,Desenvolvimento de Produtos,Analista Pleno,26.0
1574,Fem,35,branco,Ensino Superior,Rio de Janeiro,6.0,Desenvolvimento de Produtos,Analista Júnior,29.0
1575,Masc,43,pardo,Ensino Superior,Paraná,11.0,Marketing,Gerente,32.0
1576,Masc,40,branco,Ensino Superior,São Paulo,6.0,Desenvolvimento de Produtos,Analista Júnior,34.0
1577,Masc,25,branco,Ensino Superior,Santa Catarina,9.0,Administrativo,Analista Júnior,16.0
1578,Masc,22,indígena,Mestrado,Roraima,6.0,Operações,Analista Júnior,16.0
1581,Masc,21,branco,Pós graduação,São Paulo,6.0,Administrativo,Analista Sênior,15.0
1582,Masc,19,branco,Ensino Superior,São Paulo,5.0,Desenvolvimento de Produtos,Analista Pleno,14.0
1583,Masc,30,branco,Ensino Superior,São Paulo,5.0,Contabilidade,Analista Júnior,25.0
1584,Masc,34,branco,Pós graduação,Pará,6.0,TI,Gerente,28.0
1585,Fem,42,pardo,Ensino Superior,Bahia,5.0,TI,Analista Júnior,37.0
1586,Masc,44,branco,Ensino Superior,Bahia,2.0,Compras,Gerente,42.0
1587,Masc,30,branco,Ensino Médio,São Paulo,5.0,Marketing,Analista Pleno,25.0
1588,Masc,38,pardo,Ensino Superior,Rio de Janeiro,10.0,TI,Analista Júnior,28.0
1589,Fem,29,pardo,Doutorado,Pará,2.0,Contabilidade,Analista Sênior,27.0
1590,Masc,33,branco,Mestrado,Amapá,3.0,Vendas,Analista Júnior,30.0
1591,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,9.0,Marketing,Analista Pleno,21.0
1592,Fem,18,pardo,Ensino Médio,Mato Grosso do Sul,2.0,Compras,Analista Sênior,16.0
1593,Fem,26,pardo,Ensino Superior,Maranhão,5.0,Administrativo,Analista Pleno,21.0
1594,Masc,37,branco,Ensino Superior,Piauí,8.0,TI,Gerente,29.0
1595,Masc,30,branco,Ensino Superior,Acre,4.0,Marketing,Estagiário,26.0
1596,Masc,40,branco,Mestrado,Santa Catarina,2.0,Vendas,Analista Pleno,38.0
1597,Masc,28,branco,Ensino Superior,Rio de Janeiro,6.0,Operações,Estagiário,22.0
1598,Fem,27,branco,Ensino Superior,São Paulo,6.0,Vendas,Analista Pleno,21.0
1599,Masc,47,preto,Ensino Médio,Paraná,4.0,Contabilidade,Gerente,43.0
1600,Masc,32,preto,Pós graduação,São Paulo,8.0,Vendas,Estagiário,24.0
1601,Masc,34,branco,Ensino Superior,Minas Gerais,4.0,TI,Gerente,30.0
1602,Fem,19,branco,Pós graduação,Ceará,4.0,Desenvolvimento de Produtos,Analista Pleno,15.0
1603,Fem,40,branco,Ensino Médio,Piauí,7.0,Compras,Analista Júnior,33.0
1604,Masc,23,branco,Ensino Superior,Bahia,5.0,Administrativo,Analista Júnior,18.0
1605,Masc,22,pardo,Ensino Médio,Bahia,3.0,Recursos Humanos,Estagiário,19.0
1606,Fem,37,branco,Ensino Superior,Pernambuco,3.0,Contabilidade,Analista Pleno,34.0
1607,Masc,44,branco,Ensino Superior,São Paulo,8.0,Marketing,Analista Pleno,36.0
1608,Masc,30,branco,Ensino Superior,Paraíba,5.0,Recursos Humanos,Analista Sênior,25.0
1609,Masc,30,branco,Ensino Superior,Amazonas,4.0,Contabilidade,Gerente,26.0
1610,Fem,39,preto,Ensino Superior,Rio Grande do Sul,8.0,Contabilidade,Estagiário,31.0
1611,Fem,30,preto,Ensino Superior,Rio Grande do Sul,5.0,Marketing,Analista Sênior,25.0
1612,Masc,57,pardo,Ensino Superior,Santa Catarina,3.0,Recursos Humanos,Analista Júnior,54.0
1613,Fem,44,pardo,Ensino Superior,Santa Catarina,3.0,Marketing,Analista Sênior,41.0
1614,Masc,37,pardo,Ensino Médio,Pernambuco,9.0,Administrativo,Analista Júnior,28.0
1615,Masc,30,pardo,Ensino Superior,Paraíba,5.0,Operações,Gerente,25.0
1616,Fem,37,branco,Mestrado,Mato Grosso do Sul,2.0,Contabilidade,Gerente,35.0
1617,Masc,38,branco,Mestrado,Ceará,3.0,Vendas,Analista Pleno,35.0
1618,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Administrativo,Analista Sênior,25.0
1619,Fem,27,preto,Ensino Superior,Ceará,3.0,Administrativo,Analista Sênior,24.0
1620,Masc,23,pardo,Mestrado,Roraima,7.0,Contabilidade,Estagiário,16.0
1621,Masc,35,pardo,Mestrado,Acre,6.0,Compras,Analista Pleno,29.0
1622,Masc,41,pardo,Ensino Superior,Paraná,12.0,Operações,Analista Sênior,29.0
1623,Masc,45,branco,Ensino Médio,Pernambuco,3.0,TI,Analista Sênior,42.0
1624,Masc,41,pardo,Pós graduação,Rio de Janeiro,0.0,Operações,Analista Pleno,41.0
1625,Fem,38,branco,Pós graduação,Sergipe,10.0,Vendas,Analista Pleno,28.0
1626,Masc,35,pardo,Ensino Superior,Alagoas,8.0,Contabilidade,Analista Júnior,27.0
1627,Fem,22,branco,Ensino Superior,Santa Catarina,4.0,Marketing,Analista Júnior,18.0
1628,Masc,30,pardo,Ensino Superior,Mato Grosso do Sul,3.0,TI,Analista Sênior,27.0
1629,Masc,32,pardo,Ensino Superior,Rondônia,7.0,Contabilidade,Analista Pleno,25.0
1631,Masc,18,pardo,Ensino Superior,Paraná,3.0,Vendas,Analista Sênior,15.0
1632,Fem,52,branco,Ensino Superior,Rondônia,3.0,Contabilidade,Analista Sênior,49.0
